,Text,Media,Label
31,"Beyoncé shared an Instagram post Tuesday explaining the inspiration behind her coming album, ""Cowboy Carter.""

She wrote that she has been working for five years on “Cowboy Carter,” a project ""born out of an experience that I had years ago where I did not feel welcomed.""

Fans speculated that Beyoncé was referring to the 2016 Country Music Awards, during which she performed her song ""Daddy Lessons"" with the country group The Chicks. While Beyoncé fans celebrated the performance, it also drew backlash at the time.

“Cowboy Carter” is the second installment of a three-part project that started with the release of Beyonce’s 2022 dance music album, “Renaissance.” Many believe the project is her attempt to reclaim genres of music pioneered by Black artists.

When Beyoncé released the singles ""Texas Hold 'Em"" and ""16 Carriages,"" Black country artists said they hoped her coming album would bring more exposure to Black country music.

Beyoncé wrote that her experience motivated her to do a ""deeper dive"" into the history of country music.

""The criticisms I faced when I first entered this genre forced me to propel past the limitations that were put on me,"" she wrote. ""act ii is a result of challenging myself, and taking my time to bend and blend genres together to create this body of work.""

While the singles off of ""Cowboy Carter"" have been country songs, Beyoncé wrote: ""This ain’t a Country album. This is a 'Beyoncé' album."" She also said the album is a ""continuation of Renaissance.""

Beyoncé recently made history as the first Black woman to top the Billboard country chart with her single ""Texas Hold 'Em."" In her Instagram post, she said she was ""honored"" to do so.

""That would not have happened without the outpouring of support from each and every one of you,” she wrote on Instagram. ""My hope is that years from now, the mention of an artist’s race, as it relates to releasing genres of music, will be irrelevant.""

Beyoncé announced her coming album during the Super Bowl and recently revealed the title as ""Cowboy Carter."" It will be released March 29.",NBC News,Entertainment
32," — In a global first for equality in sports, wheelchair athletes and non-disabled runners participating in the London Marathon on Sunday were competing for the exact same prize money.

The move makes the event the only marathon in the world to award winners the same sum — $55,000 for first place, $30,000 for the runners-up and $22,500 for third-place finishers. Organizers said they were unaware of any other major athletic event in any sport that has taken a similar step.

By equalizing the prize pot, marathon organizers have said they hope to pave the way for other races and sporting events to offer parity, encouraging more athletes to participate in disability sport and removing financial barriers to participation. The parity extends to gender: Both male and female wheelchair athletes are eligible for equal prize amounts.

The men's wheelchair division race was won by Marcel Hug, a Paralympian widely considered the world’s best wheelchair racer, who cheered the decision ahead of the race.

“The London Marathon is setting a great and strong but also courageous example for equality and inclusion that should go beyond the world of sport and hopefully inspires in other areas, too,” Hug told NBC News.

Hug crossed the line in one hour, 28 minutes and 35 seconds in London to claim his fifth victory.

American athlete Daniel Romanchuk placed second behind Hug. In third was British wheelchair racing star David Weir, a six-time Paralympic gold medalist who’s won the London race eight times before — more than any other athlete.

Swiss athlete Catherine Debrunne won the women's event with a time of one hour, 3 minutes and 54 seconds.

Manuela Schar, also from Switzerland came in second and American Tatyana McFadden placed third.

Third place U.S. athlete Tatyana McFadden, winner Switzerland's Catherine Debrunner and second place Switzerland's Manuela Schar pose for a photo after the women's wheelchair race on Sunday. Justin Tallis / AFP via Getty Images

In Boston, the top prize for the wheelchair division was $40,000. In the open division, the non-disabled male and female winners took home $150,000 — more than three times as much.

The 26.2-mile race in London kicked off Sunday morning south of the Thames River, crossing over Tower Bridge and passing iconic London landmarks like the Tower of London, the London Eye and the Big Ben before reaching the finish line near Buckingham Palace.

Hugh Brasher, the London Marathon’s event director, cast the move as part of an evolution toward greater inclusion for athletes with disabilities that started in 1983 when the London race held its first wheelchair event, and continued with multiple International Paralympic Committee World Championships held since then in the British capital.

Romanchuk, 25, who grew up in Maryland, applauded the decision to equalize the prize structure, predicting it would have “huge effects beyond race day.”

“London Marathon’s equal prize money helps elevate perception of the sport to reflect the reality that we’re professional athletes, training and competing just like other professional athletes,” Romanchuk told NBC News as he traveled to London for the race. “My main hope is that it brings more visibility to the sport so that more athletes with disabilities can see the possibility of having an active lifestyle and participate in community running races.”

Another reason why equalizing the financial aspect of sports is important, Romanchuk said, is that the high cost of specialized equipment for wheelchair racing often prevents lower-income athletes from getting involved. He said adaptive sports equipment starts at several thousands of dollars at entry level — far more than the pair of running shoes that a nondisabled athlete would need to start competing.

Romanchuk said he’d first gotten involved in adaptive sports when he was 2 years old, describing the effect it had on his development and self-confidence.

“They taught me to focus on what I did have — two strong arms — instead of what I didn’t have,” said Romanchuk, who was born with spina bifida, a congenital defect that affects the spinal cord. “The fact that my legs didn’t work normally was never an acceptable reason why I couldn’t reach a particular goal.”",NBC News,Sports
33,"Time will tell if it’s another Dream Team, but the roster for the United States men’s basketball team at the upcoming 2024 Summer Olympics in Paris was officially revealed Wednesday on ""TODAY.""

The men’s team has a decorated history at the Olympics, and this year’s squad is seeking to defend the gold medal that Team USA won at the Tokyo Olympics in 2021.

The U.S. has a stranglehold on the gold: It has won 16 gold medals and has been the top team at each Games dating back to 2004, when Argentina stunned the U.S. in the semifinals en route to claiming the gold medal.

Here’s a look at who will represent the red, white and blue in Paris, along with which team they play for in the NBA.

LeBron James — Los Angeles Lakers

Stephen Curry — Golden State Warriors

Kevin Durant — Phoenix Suns

Joel Embiid — Philadelphia 76ers

Anthony Davis — Los Angeles Lakers

Devin Booker — Phoenix Suns

Anthony Edwards — Minnesota Timberwolves

Jayson Tatum — Boston Celtics

Bam Adebayo — Miami Heat

Tyrese Haliburton — Indiana Pacers

Jrue Holiday — Boston Celtics

James will be playing in his fourth Olympics. He won a bronze medal in 2004 and gold in 2008 and 2012.

Curry, meanwhile, has enjoyed a decorated career, but this will mark his first appearance in an Olympics.

Durant has the chance to make history when he takes the court in Paris. He’s one of two players, along with Carmelo Anthony, to win three gold medals in men’s basketball, and could be the first to win a fourth.

Who will coach the team?

Golden State Warriors head coach Steve Kerr, who has led his team to four NBA titles, will man the sidelines in Paris. He was an assistant on the 2021 team that won gold in Tokyo.

When does the team play?

Here’s a look at the team’s Olympic schedule as it currently stands:

July 28 — Serbia

July 31 — South Sudan

Aug. 3 — Qualifying team from the FIBA Olympic Qualifying Tournament that runs from July 2 until July 7 and features Mexico, Ivory Coast, Lithuania, Italy, Puerto Rico and Bahrain.

How can I watch the team’s games in the Olympics?

The Olympic matchups will be televised by NBC and streamed on Peacock.",NBC News,Sports
34,"The Olympic flame was lit at the birthplace of the Games in Greece on Tuesday in a ceremony rich with ancient traditions that will launch a torch relay culminating in Paris on July 26.

The flame was lit at the site of ancient Olympia and will be carried more than 3,000 miles on its way to the French capital this summer.

In ancient times the flame was lit with the energy of the sun, and it would remain lit in a sanctuary at Olympia known as the Prytaneum.

A Greek actor during the flame lighting ceremony at the ancient archeological site in Olympia, Greece, on Tuesday. Milos Bicanski / Getty Images

In keeping with the ancient custom, actor Mary Mina, a “high priestess,” asked the sun god Apollo for help in lighting the flame in the ruins of the temple of Hera, the wife of Zeus and queen of the gods.

The message, organizers say, also remains the same.

“The Olympic flame has been a symbol of peace and friendship among nations since antiquity,” the International Olympics Committee said.

IOC President Thomas Bach said in a speech at the ceremony, ""In these difficult times we are living through, with wars and conflicts on the rise, people are fed up with all the hate, the aggression and negative news they are facing day in and day out.""

The ceremony was planned to capture the sun’s rays with a parabolic mirror. Cloudy conditions forced Tuesday’s ceremony into plan B: using a pre-lit flame instead of relying on the gods. Organizers will hope that’s the last plan B they need to rely on.

Although it reflects Hellenic traditions dating back thousands of years, the ceremony was first conducted in its current form in 1936, when the Games were held in Berlin under the watch of Adolf Hitler.

The actions are now performed by actors, however, while a dance troupe performs choreography ""inspired by ancient times,"" the IOC said.",NBC News,Sports
35,"Netflix Inc. shares fell the most in nine months Friday, taking the shine off stellar first-quarter financial results following management’s decision to stop reporting quarterly subscriber data.

This metric has long been the primary way Wall Street evaluated the company’s performance, but executives at Netflix, which now has almost 270 million subscribers, have tried to shift the focus to measures like sales and profit. Other tech giants like Apple Inc. and Meta Platforms Inc. have taken similar steps in recent years.",Bloomberg,Technology
36,"OpenAI says Elon Musk ’s claim that the company has abandoned its altruistic principles in pursuit of profits is nothing more than “revisionist history” and an effort to boost his competing artificial intelligence company.

Musk, one of OpenAI’s early funders, sued the company and chief executive officer Sam Altman in March, saying it had breached its founding promise to build responsible artificial intelligence when it entered into a partnership with Microsoft Corp.",Bloomberg,Technology
37,"Huawei Technologies Co. released its latest series of smartphones on Thursday, sustaining its momentum after the breakthrough Mate 60 device helped erode Apple Inc.’s dominance in China’s high-end segment.

The Pura 70 smartphone series starts at 5,499 yuan ($760) and scales all the way to 9,999 yuan for an Ultra edition, which matches the price tag on some iPhone 15 models The device, unfurled with little marketing via a post on WeChat, shot to the top of social media trending lists shortly after its introduction. The Ultra model sports a retractable camera with an adjustable aperture — a rarity in consumer phones.",Bloomberg,Technology
38,"Invitation links have been flying around Silicon Valley the past few days to an exclusive app that’s a combination of voice notes and Twitter, called Airchat.

Airchat, still limited to an invitation-only audience, is the latest app being hyped in tech circles, and comes from AngelList co-creator Naval Ravikant and Brian Norgard, Tinder’s former chief product officer. It looks somewhat like a Twitter feed upon opening with blocks of text. They’re transcripts of voice notes posted by users, which you can play to hear. Those voice notes can be hearted or reposted, similar to Twitter, which is now called X.",Bloomberg,Technology
39,"Iran’s foreign minister compared the drones used in an attack by Israel early Friday to “toys,” in comments that aimed at downplaying the significance of the strike on Iranian territory.

The drones intercepted in the central city of Isfahan “were more like toys that our children play with – not drones,” Hossein Amirabdollahian said in an interview with NBC News, his first since the Israeli incursion.",Bloomberg,Politics
40,"Zimbabwe has asked the US to remind banks that Washington has recently eased some of its sanctions on the southern African nation.

“We requested the US Treasury to issue an advisory note to US banks that they have lifted sanctions and that Zimbabwe is open for business,” Finance Minister Mthuli Ncube told reporters Friday during an online briefing from Washington.",Bloomberg,Politics
41,"German Finance Minister Christian Lindner said he’s opposed to a new round of joint debt issuance by the European Union because member states should take responsibility for their own finances.

Lindner is trying to shut down discussion of another joint borrowing initiative as EU members look to finance the energy transition, the shift to a digital economy and, most urgently, a revamp of their militaries to confront Russia’s threat to their eastern borders.",Bloomberg,Politics
42,"We're closing our live coverage now, following a very busy day in Congress.

We'll be following all the fallout and developments arising from today's votes in the coming hours, days and weeks.

You can read our full story here.

This page was edited by Tiffany Wertheimer and the writer was Sean Seddon. Anthony Zurcher provided analysis from Washington DC, Helena Humphrey was on Capitol Hill and James Waterhouse reported from Kyiv.",BBC,Politics
43,"Former Wimbledon champion Garbine Muguruza has confirmed her retirement from tennis.

The Spanish former world number one won Wimbledon in 2017, as well as the French Open the previous year.

The 30-year-old announced her retirement in Madrid before the Laureus World Sports Awards.

""The time has come to say goodbye. It's been a long and successful career, but I feel the time is right to retire,"" said Muguruza.

Venezuela-born Muguruza has not played since January 2023, and last March said she was taking an extended break from tennis.

She turned professional in 2012 and won her first Grand Slam in 2016, defeating Serena Williams in the final of the French Open.

The following year she was victorious at Wimbledon, beating Venus Williams in the final and reaching number one in the world rankings.

""If 25 years ago when I started hitting my first tennis balls someone had told me that I would become a professional tennis player, that I would fulfil my dream of winning Roland Garros and Wimbledon, that I would become number one in the world and win the WTA Finals, I would have thought this person was crazy,"" said Muguruza.

""Tennis has given me a lot in this first part of my life. It has been a fantastic journey in which I have experienced unique situations. I have travelled all over the world and experienced many different cultures.""",BBC,Sports
44,"Sweden's Armand Duplantis broke his own men's pole vault world record in the opening Diamond League meeting of the season in Xiamen, China.

Duplantis, 24, cleared 6.24m, one centimetre above the mark he set in last September's Diamond League final.

It was the eighth time the reigning Olympic and world champion has broken the outdoor world record.

The US-born athlete is aiming to win a second Olympic gold at the Paris Games this summer.

Duplantis, whose stunning start to the outdoor track and field programme followed a second world indoor title in March, said it was ""exciting to get my season going"".

He entered the competition in Xiamen at 5.62m and also cleared 5.82m and 6.00m before being roared on by the crowd at the Egret Stadium to set a new world mark at his first attempt.

American Sam Hendricks finished second with 5.82, while China's Bokai Huang was third with 5.72.

He's got ""God's hand on his back"" said Hendricks of Duplantis, and added: ""I've seen him from a 14-year-old come all the way up and it makes me actually ever joyous to be even just second place behind the world record holder because I know he works so darned hard.

""He goes all over the place and he's becoming the true champion we all want him to be.""",BBC,Sports
45,"Norris agreed that the Ferraris were likely to be the second fastest cars behind the Red Bulls in the race.

""It buys a bit of leeway on the Ferraris but more than likely they will be overtaking us tomorrow [Sunday]. I think our battle will be with the Aston and probably the Mercedes at some point.

""Red Bull are a mile ahead and Ferrari are another big chunk ahead of us but with everyone else we are there or thereabouts and it should be a good race.""

Norris said he had ""no chance"" of a podium, adding: ""The Red Bulls will probably lap everyone. Ferrari will not be as quick as them but they will be quick enough. They are out of our league.""

Leclerc said: ""We have a good car for the race. We are good in tyre management, we just need to do a good start, have a clean first couple of laps and then use our pace to come back in front. Podium is the target for sure.""

Sainz was the subject of a protest from Aston Martin following a crash in the second session.

The Spaniard managed to return the car to the pits after losing control at the final corner and lightly hitting the barrier, and he took part in the rest of qualifying.

Aston Martin protested on the grounds of a rule that says that ""any driver whose car stops on the track during the qualifying session will not be permitted to take any further part in that session"".

Stewards ruled that as he had not received outside assistance, it was correct to allow him to continue, and the rules will be amended accordingly.

Verstappen, who has won three of the four races so far this season and retired from the other with a brake problem, said: ""We should be quick, normally.

""But after a sprint a lot of people can analyse more what they and we are doing. So naturally the gaps will become a bit smaller but I am still very confident we can have a good race.""

Alonso said: ""We are completely out of position for tomorrow with whatever position we are. I think seventh, eighth, ninth is our natural order tomorrow when we see the chequered flag, but we are qualifying extremely well this year and we'll take it.""",BBC,Sports
46," —

Jenna Fischer can perform through pain.

The actress revealed she filmed the “Mean Girls” movie musical adaptation with a broken shoulder.

“It was the wildest experience,” she told People, adding that she had injured herself during a ski trip and had to hide it while filming.

“I shot for one day on ‘Mean Girls,’ and then I didn’t have to shoot for a month,” Fischer said. “And in that month I went on a ski trip and I fell on a sidewalk and I broke my shoulder.”

She continued, “So I had to shoot the rest of the movie with a very newly broken shoulder.”

“The Office” star plays Cady’s mom in the musical adaptation, and said if you look closely, she couldn’t move her right arm in the production.

“If you notice in the opening shot of the movie, I’m out in the middle of a field and Cady is singing, and I have a crossbody bag on. And I’m holding my crossbody bag,” she said. “The reason I’m doing that is because I had to take my sling off. That was serving as a sling for me.

“So if you notice in the movie I am exclusively gesturing with my left arm. It was the wildest experience,” she said. “So a big part of my role in Mean Girls was pretending I didn’t have a broken shoulder.”

Fischer added she’s doing better now, one year after the accident.

“I’m still in physical therapy for it. I’m still rehabbing it,” she said. “It’s a complicated injury, as anyone who’s injured their shoulder will tell you.”",CNN,Entertainment
47," —

Will Smith dusted off his black suit and Ray Bans for a surprise performance at Coachella.

The actor and musician made a cameo during J Balvin’s Sunday night set at the music festival, singing his 1997 hit “Men in Black” from the film of the same name.

Smith, who starred in three “Men in Black” movies, showed up toward the end of Balvin’s extraterrestrial-themed set, sporting the iconic look that became synonymous with the alien-fighting agents in the film.

With green aliens dancing in the background, Smith sang a portion of the catchy tune and resurrected dance moves from the music video. (Balvin’s performance and Smith’s cameo were shown on Coachella’s YouTube livestream.)

Fittingly, Smith closed his performance with a reference to the movie, whipping out a memory-erasing neuralyzer and disappearing as quickly as he appeared. This was a performance, however, that attendees and live streamers alike are unlikely to forget.

In the “Men in Black” franchise, Smith starred as Agent J, a former NYPD detective who is recruited to serve in a secret organization that deals with all extraterrestrial matters. Smith starred alongside Tommy Lee Jones.

The song that accompanied the film was from Smith’s debut solo album “Big Willie Style.”

It won Smith a Grammy Award in 1998.",CNN,Entertainment
48," —

Legendary screenwriter William Goldman gave Hollywood the phrase, “Nobody knows anything,” expanding on that a decade ago in an interview in which he explained, “Nobody has the least idea what movie’s gonna work.”

Add “The Spiderwick Chronicles,” a new streaming series, to the never-released movies “Batgirl” and “Coyote vs. Acme” as evidence that studios and streaming services don’t know any more now – and indeed, may know less – about what works than they did when Goldman expressed that thought in his book “Adventures in the Screen Trade.”

Based on popular books that previously inspired a 2008 movie, “The Spiderwick Chronicles” was produced for Disney+, before, as Deadline reported, the service decided not to proceed with airing it as a cost-cutting move.

Unlike “Batgirl,” produced for Warner Bros. Discovery’s Max (a sister unit to ), and that studio’s live-action adaptation of the Roadrunner cartoons “Coyote vs. Acme,” “Spiderwick” will actually see the light of day. After Disney balked, the project was acquired by the Roku channel, which will premiere the eight-episode first season this week.

Now, “Spiderwick Chronicles” isn’t anything special, and has the generic feel of any number of similarly themed properties, this one about a family that moves into a creepy estate that’s home to mythological creatures.

Still, the cast includes Christian Slater and Charlayne Woodard, and bluntly, you’ve surely seen worse shows on Disney+, which makes one wonder why this effort was deemed unworthy.

Various factors go into that, including, in the case of “Batgirl” and “Coyote,” complicated tax issues that potentially make the savings associated with writing off a movie entirely more attractive than televising or distributing it.

At the heart of those decisions, though, is a basic decision that these projects are not going to be successful enough to merit even bothering to release them, when, in point of fact, nobody really knows.

Warner Bros. chose not to release the movie ""Batgirl,"" starring Leslie Grace in the title role. from Warner Bros/Leslie Grace/Instagram

Indeed, the long history of Hollywood is filled with unexpected hits as well as surprising flops. The studios behind “Titanic” famously feared that James Cameron’s over-budget epic was going to sink faster than the actual ocean liner did. “Seinfeld” was given so little chance of succeeding at NBC the network’s head of specials, Rick Ludwin, had to give up a portion of his budget to greenlight a mere four episodes, and the rest, as they say, is history.

Goldman died in 2018, leaving behind a glittering resume that included screenplays for “Butch Cassidy and the Sundance Kid,” “All the President’s Men,” “Marathon Man” and “The Princess Bride.” While those signature works came during a different era, the broader lessons about the corner-office mentality have surely lingered.

The current, unsettled status of the entertainment landscape, roiled by the shaky economics of streaming and the blow dealt box-office revenue by at-home consumption and Covid, have fueled unease about how companies spend money. Even once sure-fire commodities, like Marvel, suddenly look like rolls of the dice.

Nevertheless, a genuine hit – the next “Barbie” or Avatar,” or in streaming, another “Stranger Things” or “The Boys” – is a bargain at practically any price.

Roku might know something that Disney doesn’t, or vice versa. Or perhaps it’s just that “Spiderwick,” a recognizable title, could serve the interests of a lower-profile channel better than Disney, which wants to showcase properties the studio owns. In the glass-half-full department, this could be one of those instances where the resolution benefits all sides, the producers and talent included.

One of Goldman’s famous lines came in “All the President’s Men,” in which Deep Throat says, “Follow the money.” With projects like “Batgirl” and “Spiderwick,” though, that’s an elusive trail, suggesting that modern adventures in the screen trade – large and small – have become more confounding than even a sage like Goldman could have envisioned.

“The Spiderwick Chronicles” premieres April 19 on the Roku Channel.",CNN,Entertainment
49," —

The fortuitous timing of having a series produced by and featuring newly minted Oscar-winner Robert Downey Jr. tumbles down a very strange rabbit hole in “The Sympathizer,” a darkly satirical look at the Vietnam War and its aftermath. Playing no less than four roles, Downey stands in for multiple ugly Americans, but the series descends into a narrative quagmire and, despite powerful moments, can’t consistently pull itself out.

Directed in part by acclaimed South Korean filmmaker Park Chan-wook (“Oldboy,” “Decision to Leave”), who oversees the show with writer Don McKellar, the seven-episode limited series is adapted from Viet Thanh Nguyen’s Pulitzer Prize-winning novel. Each episode begins with dated-looking credits that evoke the 1970s, a promising Quentin Tarantino-ish conceit that, given what follows, sets expectations too high.

Told in flashback, and frequently rewinding to fill in details, the story focuses on the Captain (Hoa Xuande), a half-Vietnamese, half-French officer of the secret police who has surreptitiously been working for the North Vietnamese against the American-backed government.

The Captain’s lineage, and his double life, are emblematic of a man torn in different directions, which includes his relationship with two inseparable friends (played by Duy Nguyen and Fred Nguyen Khan). As constructed, it’s a rather heavy-handed approximation of the fate Vietnam experienced in the pull of the war, which doesn’t make the Captain’s increasingly surreal arc any more compelling.

That’s because the protagonist is relating his story to a Vietnamese interrogator, recounting a journey that includes the fall of Saigon, fleeing the country – in what’s surely the show’s most harrowing sequence – and his curious adventures in the US.

As for Downey, his various guises include everything from a CIA agent to a crazed movie director, a device that proves every bit as gimmicky, and for the most part unnecessary, as that sounds. The net effect is less Peter Sellers in “Dr. Strangelove,” assuming that was the intent, than a means of maximizing the star’s presence without really heightening its impact.

The Captain’s travels also brings him into contact with an American coworker (Sandra Oh) whose experience dealing with their racist boss comes in handy, and in perhaps the strangest detour, onto a movie set where he serves as a technical consultant, subject to the whims of Downey’s aforementioned director and an insane method actor (David Duchovny).

“The Sympathizer” is hardly the first project to funnel the contradictions of the Vietnam War through an exaggerated lens (“Apocalypse Now” being a prime example), but except for a few bracing sequences the execution only clouds that vision. The high hurdle of balancing the satirical tone seems especially noteworthy coming on the heels of “The Regime,” another splashy HBO production that similarly proved too cute and coy for its own good.

Credit Downey with leveraging his commercial clout to champion such challenging material and attract a marquee international director to American television, but in the final analysis, “The Sympathizer” plays like the latest instance of indulging a star’s pet project.

While there’s an obvious rationale for that strategy in the attention-oriented realm of premium TV, given that the series doesn’t match the promise its high-profile elements would suggest, sympathy isn’t one of them.

“The Sympathizer” premieres April 14 at 9 p.m. ET on HBO, which, like , is a unit of Warner Bros. Discovery.",CNN,Entertainment
50,"Washington  —

President Joe Biden on Saturday signed a bill that reauthorizes a key surveillance authority after the Senate passed the legislation late Friday night, avoiding a lapse in the controversial program.

Lawmakers voted 60-34 for the bill to reauthorize Section 702 of the Foreign Intelligence Surveillance Act after the House passed the measure late last week.

The House passed the bill after a new version was put forward for a two-year reauthorization instead of five years, a change that helped appease conservatives who had initially revolted against the legislation. A two-year reauthorization would give former President Donald Trump a chance to overhaul the law if he wins the upcoming presidential election.

National security adviser Jake Sullivan applauded the reauthorization, calling the program “one of the United States’ most vital intelligence collection tools.”

Congress had been up against a Friday deadline after authority for Section 702 was extended through that date as part of the National Defense Authorization Act.

Whether Congress would avert the lapse remained in question earlier in the day as senators struggled to reach a deal to renew the key intelligence community surveillance tool.

Majority Leader Chuck Schumer had told lawmakers to be prepared to work over the weekend, but by Friday evening, locked in a negotiated agreement to vote. “All day long we persisted and persisted and persisted in hopes of reaching a breakthrough, and I’m glad we got it done,” the New York Democrat said, referencing the stalled negotiations that threatened the program.

Senate Minority Leader Mitch McConnell also pressed for passage of the FISA bill, which he said had a number of changes in it to address past “abuses” by the FBI. The Kentucky Republican also warned that some critics of the bill were “fear mongering” that the legislation would allow spying on Americans in coffees shops and other places and should be ignored.

Supporters argue Section 702 is a critical tool for safeguarding national security, but it has come under scrutiny from some lawmakers over alleged misuse.

Under FISA’s Section 702, the government hoovers up massive amounts of internet and cell phone data on foreign targets. Hundreds of thousands of Americans’ information is incidentally collected during that process and then accessed each year without a warrant — down from millions of such queries the US government ran in past years. Critics refer to these queries as “backdoor” searches.

The trove of data, including a large portion of US internet traffic, is meant to provide US intelligence agencies with quick access to data regarding foreigners in other countries.

According to one assessment, it forms the basis of most of the intelligence the president views each morning and it has helped the US keep tabs on Russia’s intentions in Ukraine, identify foreign efforts to access US infrastructure, uncover foreign terror networks and thwart terror attacks in the US.

The complicated politics surrounding the law have long united strange bedfellows: Some conservative Republicans have joined forces with progressive Democrats to push for reforms to the authority, while security-focused Democrats and Republicans have opposed major new restrictions.

On Friday, senators argued over an amendment that would require the intelligence community to get court warrants for spying. The program is currently warrantless, in large part because it is aimed at foreigners not Americans, but US citizens do get swept up in the surveillance when they are interacting with targets abroad. A similar amendment failed in the House, but on a tied vote.

Another amendment at issue was from Democratic Sen. Ron Wyden of Oregon, a member of the Intelligence Committee. His amendment, which was co-sponsored by several of the most liberal Democrats and conservative Republicans in the chamber, would strike a new part of the program that he argued would lead every day Americans into helping the government spy if they have “access to equipment that is being or may be used to transmit or store wire or electronic communications.”

Last week, in a setback for House GOP leadership, a group of conservatives initially revolted against the bill and brought down a key procedural vote after Trump called on Republicans to “KILL FISA” in a post on Truth Social.

That move threw the fate of the measure into question, but leadership ultimately steered a modified version of the surveillance bill to final passage.

Attorney General Merrick Garland on Saturday praised the bill’s passage, saying it will help keep the country safe.

“This reauthorization of Section 702 gives the United States the authority to continue to collect foreign intelligence information about non-U.S. persons located outside the United States, while at the same time codifying important reforms the Justice Department has adopted to ensure the protection of Americans’ privacy and civil liberties,” Garland said.

This headline and story have been updated with additional developments.

’s Samantha Waldenberg and Katie Bo Lillis contributed to this report.",CNN,Politics
51," —

Former Spice Girl and current business mogul Victoria Beckham turns 50 today, and as she barrels forward into a new decade she leaves in her wake five — each filled to the brim with some unforgettable fashion. In her earlier years, when she wasn’t planning matching outfits with husband and ex-England footballer David Beckham, Victoria was demanding her own spotlight with chainmail tops, burberry headscarves and pink croc leather Birkin bags.

Her image shifted in 2008 after she launched her eponymous fashion brand, which has since shown regularly at London, New York and Paris Fashion Weeks. Gone were the days of uber-sexy Spice Girl styling — and also smiling, which she gave up in “responsibility to the fashion community,” she told Vogue in 2015. Instead, Victoria’s tastes evolved into chic tailoring — from billowing shirts to sharp flares, often in vibrant hues, and invariably topped with a pair of enormous black-out shades. While her wardrobe today tends to skew more subtle, there’s still nothing Victoria can’t style out — including, most recently, a pair of crutches to support her broken ankle.

As I get ready to step into 50 (in heels, of course!), I feel so incredibly blessed to have reached this milestone,” Victoria wrote on Instagram. “I believe that you can be many things. A pop star, a mother, a wife, a designer… My passion has always been to dream big, then dream even bigger! Believe in yourself first — everyone else will follow.”

In honour of the fashion titan’s big day, we take a look back on some of her most memorable looks.

LBDs and all-black looks were a mainstay of Victoria's wardrobe as Posh Spice, demonstrated here at Grosvenor House in London during the Ivor Novello Awards in 1997. Dave Benett/Hulton Archive/Getty Images

Taken in 1998, after the track ""Viva Forever"" went to number one in the UK charts, Posh Spice celebrated in another chic top-to-toe black look. Dave Hogan/Getty Images

On stage, the memo was sequins, glitter and lamé. While performing at the Wembley Arena Victoria completed her high-shine look with a feather boa. Mick Hutson/Redferns/Getty Images

In 1999, the Beckhams attended the launch of Jade Jagger’s jewelry line in London. David wore a silk headscarf, while Victoria stepped out in cow-print heels and a halter-neck chainmail top. Dave Benett/Hulton Archive/Getty Images

That same year, at VH1’s 5th birthday party Victoria was seen in a backless strappy top and matching choker necklace. Dave Hogan/Hulton Archive/Getty Images

In 2000, Victoria arrived in Ibiza to perform her solo single “Out of My Mind.” She traveled in style, dressed in a suede halter neck top and her head wrapped in a Burberry checked scarf. Trinity Mirror/Alamy Stock Photo

In 2006, almost 10 years into her marriage with David, Victoria was firmly in her 'WAG' era (or 'wives and girlfriends of footballers') wearing big hoops, hot pants and a Chanel shoulder bag. Chris Eades/Shutterstock

Snapped leaving the Azzedine Alaïa store in Paris, 2006, Victoria wore a fur-trimmed blazer, matching trousers and her trademark shades. Marc Piasecki/FilmMagic/Getty Images

By 2007, Victoria had welcomed in one of her most distinctive haircuts — the blonde 'pob' (Posh bob). Here in California to support David as the new member of the LA Galaxy soccer team, the cropped cut was off-set with a Barbie pink ensemble, featuring one of Victoria's many Birkin bags. Robyn Beck/AFP/Getty Images

Wearing a fur-trimmed mini dress from her own ready-to-wear collection, Victoria arrived in Singapore in 2014 to promote her fledgling fashion label. Suhaimi Abdullah/Getty Images

For her first and last appearance on the Cannes Film Festival red carpet in 2016, Victoria surprised on-lookers by forgoing a gown in favor of a strapless, tailored trouser look. Andreas Rentz/Getty Images

Her penchant for color-blocking, particularly in bright reds and oranges, have become a signature feature of Victoria's look — shown here during a visit to New York in 2017. Raymond Hall/GC Images/Getty Images

Shadows of her '90s style are still visible in her wardrobe today. Her trusty sunglasses, as shown here during the Jacquemus show in 2023 for example, are only growing larger and more experimental as time goes on. Pascal Le Segretain/Getty Images",CNN,Fashion
